# enforce: 7925 rows -- regenerate with `make baseline`
main:28044	plundering race in the highlands between Media	->	plundering race in the highlands
main:28047	lake and city of lower egypt	->	lake and city
main:2805	to call as a witness before a case	->	to call as a witness
main:28072	Boian who stirred up a revolt against Vitellius	->	Boian who stirred up
main:28073	of or belonging to the sea	->	belonging to the sea
main:28080	to give a husband to one	->	to give a husband
main:28087	plant that grows in marble quarries	->	plant that grows
main:28150	place where male plants are planted	->	place where male plants are
main:28175	celebrated seaport town in Gallia Narbonensis	->	celebrated seaport town
main:28178	little lump or mass of salt	->	little lump or mass
main:28196	clothed in a mastruca or in skins	->	clothed in a mastruca
main:28223	of or belonging to a mother	->	belonging to a mother
main:28237	of or belonging to the womb or matrix	->	womb or matrix
main:28250	dress of a matron or lady of rank	->	dress of a matron
main:28278	of or belonging to the morning	->	belonging to the morning
main:28280	of or belonging to the morning	->	belonging to the morning
main:28291	of or belonging to the jaw	->	belonging to the jaw
main:28317	kind of lettuce with a milky juice of a soporiferous quality	->	kind of lettuce
main:28344	of or belonging to drugs or poisons	->	belonging to drugs or poisons
main:2836	heretics that attributed to God a human form	->	heretics that attributed
main:28362	in the middle of the month	->	middle of the month
main:2841	rhetorical figure of preemptive refutation of an opponent's arguments	->	rhetorical figure of preemptive refutation
main:2845	hindmost small pillar of ballista pedestal	->	hindmost small pillar
main:28480	town of Thrace between the Propontis and the Pontus Euxinus	->	town of Thrace
main:28487	people of Gallia Celtica between the Seine and Marne	->	people of Gallia Celtica
main:28518	of or belonging to the marten	->	belonging to the marten
main:28519	honey- of or belonging to honey	->	honey-
main:28533	of or belonging to the Dalmatian island Melita	->	Dalmatian island Melita
main:28541	honey drink made of honey and must	->	honey drink made of honey
main:2856	reversed dactyl foot of a poem	->	reversed dactyl foot
main:28578	one who comes next in rank to the Proximus	->	one who comes next
main:28590	apples with a leaf on the side	->	apples with a leaf
main:28605	skin or membrane that covers parts of the body	->	skin
main:28654	of or belonging to the city of Menæ	->	city of Menæ
main:2866	name of several kings after Alexander the Great	->	name of several kings
main:2870	reciprocal interchange of words in rhetoric	->	reciprocal interchange of words
main:28708	cynic philosopher known for bitter sarcasm	->	cynic philosopher known
main:28723	of or belonging to the table	->	belonging to the table
main:28734	of or belonging to a month	->	belonging to a month
main:2874	of or belonging to King Antiochus	->	belonging to King Antiochus
main:28751	of or belonging to the city of Mentesa (Mentissa) in Hispania Baetica	->	of or belonging to the
main:28762	one who has a long chin	->	one who has a long
main:2877	of or pertaining to the philosopher Antiochus	->	pertaining to the philosopher Antiochus
main:28793	of or belonging to the payment of wages	->	payment of wages
main:288	Grecian hero from whom the Academia derived its name	->	Grecian hero
main:28802	of or belonging to the god Mercury	->	belonging to the god Mercury
main:28811	one who takes an afternoon luncheon	->	one who takes an afternoon
main:2882	general and successor of Alexander the Great	->	general and successor
main:2883	black coral used as a preventive of witchcraft	->	black coral used as
main:28835	to take a mid‑day nap or siesta	->	to take a mid‑day nap
main:28838	of or belonging to the city of Merinum	->	city of Merinum
main:28843	of or belonging to the earning of money	->	earning of money
main:28848	of or belonging to the city of Mermessus	->	city of Mermessus
main:2885	antipathy of two things to each other	->	antipathy of two things
main:28851	large island of the Nile in Ethiopia	->	large island of the Nile
main:28878	narrow passages between rooms or walls	->	narrow passages between rooms
main:28881	name of the district of Babylonia	->	name of the district
main:28882	northnortheast wind between boreas and caecias	->	northnortheast wind between boreas
main:28884	one who stands in the middle of a chorus to lead it	->	one who stands
main:28885	sort of wine from Mesogis (Messogis) a mountain of Lydia	->	sort of wine
main:28887	mathematical instrument for finding mean proportional lines	->	mathematical instrument
main:28888	black precious stone with white stripe	->	black precious stone
main:28890	white precious stone with a black stripe	->	white precious stone
main:28894	kind of nard with middle-sized leaves	->	kind of nard
main:289	very small bird of a darkgreen color	->	very small bird
main:2890	use of a word in opposite sense	->	use of a word
main:28900	Roman surname of the Valerii family	->	Roman surname
main:28909	wooded hill on the right bank of the Tiber	->	wooded hill
main:28914	of or belonging to a reaper	->	belonging to a reaper
main:28934	mine or quarry of metal or stone	->	mine or quarry of metal
main:28946	of or belonging to limits or boundaries	->	belonging to limits or boundaries
main:28949	transposition of letters of a word	->	transposition of letters
main:28951	one who marks off a place	->	one who marks off
main:28952	of or pertaining to measuring out	->	pertaining to measuring out
main:28954	of or belonging to the river Metaurus	->	belonging to the river Metaurus
main:28958	basket of stones thrown at besiegers	->	basket of stones thrown
main:28960	Roman family name of the gens Caecilia	->	Roman family name
main:28964	people dwelling about the Danube and the Black Sea	->	people dwelling about the Danube
main:28974	island near the coast of Gaul	->	island near the coast
main:28988	celebrated Athenian astronomer who discovered the nineteen‑year cycle of the moon	->	celebrated Athenian astronomer who discovered
main:28997	of or relating to measuring or measure	->	relating to measuring or measure
main:29	inaccessible rocky island in the Nile	->	inaccessible rocky island
main:2903	people on the other side of the equator	->	people on the other side
main:2904	character introduced by Claudius into Latin for the Greek ψ	->	character introduced by Claudius
main:29058	to move from one place to another	->	to move from one place
main:29074	military unit of a thousand men	->	military unit
main:29080	city of Italy in the country of the Marsians	->	city of Italy
main:29126	actor in mimic plays or farces	->	actor in mimic plays
main:29141	one who drives cattle with threats	->	one who drives cattle
main:2916	putting of one letter for another	->	putting of one letter
main:29168	of the worth of a mina	->	worth of a mina
main:29169	to color with red‑lead or cinnabar	->	to color with red‑lead
main:29180	of or pertaining to an attendant	->	pertaining to an attendant
main:29204	city of Latium on the Liris mouth	->	city of Latium
main:29260	of or belonging to a mirmillo: armature of the mirmillones	->	mirmillo: armature of the mirmillones
main:2927	servile imitator of the orator Antonius	->	servile imitator
main:29272	one who is undecided in opinion	->	one who is undecided
main:2931	rhetorical figure using an epithet instead of a name	->	rhetorical figure using an epithet
main:29321	vessel for mixing wine and water	->	vessel for mixing wine
main:29354	public officer sent to collect taxes in the provinces	->	public officer sent
main:2936	Egyptian deity represented with a dog head	->	Egyptian deity represented
main:29361	hexameter ending in an iamb instead of a spondee	->	hexameter ending
main:29374	black ox consecrated to the sun-god at Heliopolis	->	black ox consecrated
main:2938	of or pertaining to a signet-ring	->	pertaining to a signet-ring
main:29399	containing a modius or Roman peck	->	containing a modius
main:29406	one who gives the proper measure to a thing	->	one who gives the proper
main:29417	that can be sung or played (poet.)	->	that can be sung
main:2943	circular iron ring for the feet	->	circular iron ring
main:29465	of or belonging to a mill or to grinding	->	mill or to grinding
main:29468	of or belonging to a mill or grinding	->	mill or grinding
main:29469	of or belonging to a mill	->	belonging to a mill
main:29478	drawing‑ropes of an ass in a mill	->	drawing‑ropes of an ass
main:29483	of or belonging to a mill	->	belonging to a mill
main:29488	one who undertakes to do a thing	->	one who undertakes
main:29521	Arabian gem of the color of mallows	->	Arabian gem of the color
main:29528	metrical foot of three longs and an iambus	->	metrical foot of three longs
main:29531	metrical foot of a molossus and a pyrrhichius	->	metrical foot of a molossus
main:29532	metre of a molossus and a spondee	->	metre of a molossus
main:29533	of or belonging to the Molossi	->	belonging to the Molossi
main:29538	plant with white flower and black root	->	plant with white flower
main:29545	delicate pair of scales for weighing gold and silver	->	delicate pair of scales
main:29559	having only one form in inflection	->	having only one form
main:2956	one of the first four Muses	->	one of the first four
main:29576	of or belonging to the mint	->	belonging to the mint
main:29577	of or belonging to the mint	->	belonging to the mint
main:29597	having a single branch or shoot	->	having a single branch
main:29609	he who has but one wife	->	he who has but one
main:2961	away with thee! away! begone! avaunt! etc	->	away
main:29619	he who fights in single combat	->	he who fights
main:29623	exclusive privilege of dealing in or selling a thing	->	exclusive privilege of dealing
main:29628	poem consisting of a single verse	->	poem consisting
main:29634	worthy to be shown or noticed	->	worthy to be shown
main:29656	of or belonging to a mountain	->	belonging to a mountain
main:29668	of or belonging to a monument	->	belonging to a monument
main:29669	of or belonging to a monument or tomb	->	monument or tomb
main:29673	adherents of Mopsus in Compsa during the second Punic war	->	adherents of Mopsus
main:29688	plant called also statioron or chamaeleon	->	plant called also statioron
main:297	little dark‑green bird of the thistle‑finch family	->	little dark‑green bird
main:29721	of or belonging to the dish moretum	->	belonging to the dish moretum
main:29724	people who anciently dwelt in Lucania	->	people who anciently dwelt
main:29751	kind of eagle that lives near lakes	->	kind
main:29752	of or belonging to morrena or morena (a country of mysia)	->	of or belonging to morrena
main:29774	of or belonging to the dead	->	belonging to the dead
main:29778	brief delay of a few moments	->	brief delay
main:29814	slight sound made with the closed lips	->	slight sound made
main:29819	Persian name of the precious stone telicardios	->	Persian name
main:29865	of or belonging to a woman	->	belonging to a woman
main:29872	of or belonging to a mule	->	belonging to a mule
main:29875	of or belonging to a muledriver	->	belonging to a muledriver
main:29877	reddish or purple‑colored shoe worn by the three highest magistrates	->	reddish or purple‑colored shoe worn
main:29881	one who rides in a carriage drawn by mules	->	one who rides
main:29882	art of curing the diseases of mules	->	art of curing the diseases
main:29945	measure a number of feet long	->	measure a number
main:29978	mulvian (milvian) bridge across the tiber	->	mulvian (milvian) bridge across
main:30010	of or belonging to a gift	->	belonging to a gift
main:30018	inhabitant of a municipium or free town	->	inhabitant of a municipium
main:30026	one who performs service or is on duty	->	one who performs service
main:30038	ready to be of service or to oblige	->	ready to be of service
main:3004	precious stone of a reddish‑white color	->	precious stone
main:30052	of or belonging to a wall	->	belonging to a wall
main:30060	sacred to or called after Venus Murcia	->	sacred to or called
main:30061	coward who cuts off his thumb to escape military service	->	coward who cuts off his
main:30066	purple-fish shell used as a trumpet	->	purple-fish shell used as
main:3007	town on the coast of Latium	->	town on the coast
main:30071	in the shape of a purple‑fish	->	shape of a purple‑fish
main:30090	villa of Valentinian in Lower Pannonia	->	villa of Valentinian
main:30097	of or belonging to the stone murra	->	belonging to the stone murra
main:30117	famous Greek poet in the time of Orpheus	->	famous Greek poet
main:30138	of or belonging to the muses	->	belonging to the muses
main:30152	of or belonging to a muse	->	belonging to a muse
main:30169	of or belonging to a weasel	->	belonging to a weasel
main:3017	bird that lies in wait for bees	->	bird that lies in wait
main:30178	powerful African tribe west of the Great Syrtis	->	powerful African tribe west
main:30179	goddess called also Lara and Larunda	->	goddess called also Lara
main:30220	inhabitants of a city in Latium	->	inhabitants of a city
main:30223	to seek to borrow from a person	->	to seek to borrow
main:30231	city in Sicily between Camarina and Syracuse	->	city in Sicily between Camarina
main:30238	mycalesian mountain and city in boeotia	->	mycalesian mountain and city
main:30239	earthquake accompanied by a rumbling noise	->	earthquake accompanied
main:30257	kind of moth that breeds in mills	->	kind of moth that breeds
main:30259	long drinking vessel terminating in a point	->	long drinking vessel terminating
main:30268	sweet‑smelling pear of the myrrh type	->	sweet‑smelling pear
main:3027	poor and small town in apulia	->	poor and small town
main:30271	fortified seaport town of the Æolians	->	fortified seaport town
main:30281	one of the fifty daughters of Danaüs	->	one of the fifty daughters
main:30298	precious stone of the color of myrrh	->	precious stone of the color
main:30302	precious stone that smells like myrrh	->	precious stone that smells like
main:3031	ox worshipped as a god by the Egyptians	->	ox worshipped as a god
main:30329	treatise on initiation into the mysteries	->	treatise on initiation
main:30330	one who conducts a person through secret and sacred places as a guide	->	one who conducts a person
main:30361	harp of ten or twelve strings	->	harp of ten
main:30365	of or belonging to a fuller	->	belonging to a fuller
main:30376	mole or wart on the body	->	mole or wart
main:30377	Germanic people belonging to the race of the Lygians	->	Germanic people
main:30381	to introduce a confirmation or explanation	->	to introduce a confirmation
main:30397	of or belonging to a wooded vale or dell	->	wooded vale or dell
main:3043	returning to previous position of Mars	->	returning to previous position
main:30447	libyan people to the south‑west of cyrenaica	->	libyan people to the south‑west
main:30464	large watering‑pot with a long spout	->	large watering‑pot
main:3047	dropping of a letter or syllable at the end of a word	->	dropping of a letter
main:30477	of or belonging to one's birth	->	belonging to one's birth
main:3050	little bone in a frog's left side	->	little bone
main:30520	of or belonging to a ship‑owner or ship‑master	->	ship‑owner or ship‑master
main:30524	town of the Delta in Egypt	->	town of the Delta
main:30536	village on the north coast of Sicily	->	village on the north coast
main:30537	fare for passage through a ship	->	fare for passage
main:30539	of or for a mock sea‑fight	->	of or for a mock
main:30545	one who kept watch over the luggage on shipboard	->	one who kept watch
main:30548	shell‑fish that sails in its shell as in a ship	->	shell‑fish that sails
main:30588	of or relating to the shipping business	->	relating to the shipping business
main:30589	of or belonging to a small ship	->	belonging to a small ship
main:30590	to sail in a small vessel	->	to sail
main:30600	name for divine honors paid at Rome	->	name for divine honors paid
main:30606	to do with zeal and diligence	->	to do with zeal
main:30618	river in the territory of the Bruttii	->	river in the territory
main:30623	priests of Ceres clothed in a fawn-skin at the Eleusinian mysteries	->	priests of Ceres clothed
main:30624	fawnskin worn by the Bacchanals at the Bacchic festivals	->	fawnskin worn by the Bacchanals
main:30652	spice to keep sweets from spoiling	->	spice to keep sweets
main:30663	of or belonging to sacrifices to the dead	->	sacrifices to the dead
main:30677	summoning of the dead to reveal the future	->	summoning of the dead
main:30687	nefastus: days when judgment cannot be pronounced or assemblies held	->	nefastus: days when judgment cannot
main:3071	narration in the manner of Æsop	->	narration in the manner
main:30717	of or belonging to trade or tradespeople	->	belonging to trade or tradespeople
main:30727	river-goddess worshipped at the mouth of the Rhine	->	river-goddess worshipped at the mouth
main:30746	of or belonging to a grove or wood	->	grove or wood
main:30748	of or belonging to a grove or wood	->	grove or wood
main:30749	she that dwells in the woods	->	she that dwells
main:3075	fable in the manner of aesop	->	fable in the manner
main:30762	person having charge of a temple	->	person having charge
main:3083	that which is to be rejected	->	that which is to be
main:3084	eminence that furnishes an extensive view	->	eminence that furnishes an extensive
main:30842	Roman family name of the Licinii	->	Roman family name
main:30843	of or belonging to the nerves	->	belonging to the nerves
main:30844	strings or chords of a musical instrument	->	strings or chords
main:30869	small island in the bay of Naples	->	small island in the bay
main:30874	second part of the small intestines	->	second part
main:30876	theologian condemned as heretic at Ephesus	->	theologian condemned as heretic
main:30878	lowest or last string of a musical instrument	->	lowest or last string
main:30887	people in European Scythia regarded as magicians	->	people
main:30893	neither the one nor the other	->	neither the one nor
main:3090	breaking off in the midst of a speech	->	breaking off in the midst
main:30904	in a straitened or scanty manner	->	straitened or scanty manner
main:30930	of or belonging to a Nicetius	->	belonging to a Nicetius
main:30947	of or belonging to a nest	->	belonging to a nest
main:3101	notice sent to higher tribunal or judge	->	notice sent to higher tribunal
main:31024	another name of the city of Nineveh	->	another name of the city
main:31029	part of the Mount Taurus range in Armenia	->	part
main:31068	place where natron was dug or prepared	->	place where natron was dug
main:3107	to lay up in a storehouse	->	to lay up
main:31089	to wish to lean or rest upon	->	to wish to lean
main:31126	of or belonging to the night	->	belonging to the night
main:31159	of or belonging to the city of Nomæ	->	city of Nomæ
main:31164	one who calls a person or thing by name	->	one who calls a person
main:31169	of or belonging to a name	->	belonging to a name
main:31194	of or belonging to the nones	->	belonging to the nones
main:31195	of or belonging to the ninth legion	->	belonging to the ninth legion
main:31196	of or belonging to the ninth hour	->	belonging to the ninth hour
main:31233	fashioning or adjusting according to the square	->	fashioning or adjusting according
main:31234	fashioning or adjusting according to the square	->	fashioning or adjusting according
main:31259	of or belonging to writing in cipher or short-hand writing	->	of or belonging to writing
main:31274	one who knows a person or thing	->	one who knows a person
main:31298	nursery-garden of young trees or vines	->	nursery-garden of young trees
main:313	Roman mother of the twins Romulus and Remus	->	Roman mother
main:31304	ninth month of the old Roman year	->	ninth month
main:31314	of or belonging to a step‑mother	->	belonging to a step‑mother
main:31328	of or belonging to the last	->	belonging to the last
main:31343	of or relating to an injury	->	relating to an injury
main:3140	that which hangs to any thing	->	that which hangs
main:31452	small river in Latium near Lavinium	->	small river
main:31490	of or belonging to the nundinae	->	belonging to the nundinae
main:31491	of or belonging to a market or fair	->	market or fair
main:31493	holding of a market or fair	->	holding of a market
main:315	to sing to or with any thing	->	to sing
main:3151	one that strives or longs for something	->	one that strives or longs
main:31513	of or belonging to a marriage	->	belonging to a marriage
main:31556	night blindness disease of twilight vision	->	night blindness disease
main:31557	night blindness disease of twilight vision	->	night blindness disease
main:31574	of or belonging to a fountain	->	belonging to a fountain
main:31577	fountain consecrated to the nymphs at Corinth	->	fountain consecrated to the nymphs
main:3160	epithet of nymphae at Aqua Appia fountain	->	epithet of nymphae
main:31600	debtor who must work out his debt	->	debtor who must work out
main:31603	to walk before or near any thing	->	to walk
main:3161	ancient nobility of the Appian family	->	ancient nobility
main:31631	to lead or conduct in opposition or rivalry to another	->	to lead or conduct
main:31644	critical mark shaped like a spit	->	critical mark shaped like
main:31655	to stick fast to a thing	->	to stick fast
main:31660	to throw or put before or towards	->	to throw or put
main:31665	to be angry at any thing	->	to be angry
main:3167	one that expresses approbation by clapping of hands	->	one that expresses approbation
main:31675	throwing or putting before (post-class.) an upbraiding	->	throwing or putting
main:31717	one who consumes his property in feasting	->	one who consumes his property
main:31718	to cover with mud or slime	->	to cover with mud
main:31750	to speak against a person or thing	->	to speak against a person
main:31762	to push or throw up one thing before another	->	to push
main:31767	to whisper or mutter against any one	->	to whisper or mutter
main:31781	to render subject or obnoxious to any thing	->	to render subject or obnoxious
main:31785	to cover with clouds or fog	->	to cover with clouds
main:31788	announcement of an adverse omen of augurs	->	announcement of an adverse omen
main:31789	to announce bad or unfortunate things	->	to announce bad
main:31821	motion to repeal or alter a law by another	->	motion to repeal
main:31822	abrogate a law by proposing a new one	->	abrogate a law
main:31825	testing or assaying of gold by fire in a cupel	->	testing or assaying of gold
main:3183	to demand in addition to something	->	to demand in addition
main:31893	of or belonging to a siege	->	belonging to a siege
main:31940	bent or inclined to one side	->	bent or inclined
main:31943	to stand before or against any thing	->	to stand
main:3198	to value or estimate at a price	->	to value or estimate
main:31997	to call as a witness to any thing	->	to call as a witness
main:3203	one who gives assent or approval	->	one who gives assent
main:32043	seeing at or upon any thing	->	seeing
main:32060	to surround with a wall or rampart	->	to surround with a wall
main:32065	to come before or in the way of	->	to come
main:3207	one who is security for another	->	one who is security
main:32098	of or belonging to setting or going down	->	setting or going down
main:32103	of or belonging to a harrower	->	belonging to a harrower
main:32113	tree in Hyrcania resembling the fig-tree	->	tree
main:32140	to break up and level ground	->	to break up
main:3215	to be or draw near to	->	to be or draw near
main:32156	that has been taken possession of	->	that has been taken possession
main:32163	one who runs up to others to salute them	->	one who runs up
main:32164	she that runs up to one	->	she that runs up
main:32175	great sea that surrounds the land	->	great sea that surrounds
main:32183	people on the shores of the Caspian Sea	->	people on the shores
main:32185	river in Bactriana that empties into the Oxus	->	river in Bactriana that empties
main:32215	of or belonging to the eighth part	->	belonging to the eighth part
main:3222	of or relating to wild hogs	->	relating to wild hogs
main:32237	that has been married eight times (eccl. Lat.)	->	that has been married eight
main:32255	member of a council of eight	->	member of a council
main:32261	of or belonging to the eyes	->	belonging to the eyes
main:32263	of or belonging to the eyes	->	belonging to the eyes
main:3228	small fish similar to a wild hog	->	small fish similar
main:3232	of or belonging to the wild boar	->	belonging to the wild boar
main:32334	of or relating to domestic economy	->	relating to domestic economy
main:32337	king of Thebes who solved the sphinx's riddle and unknowingly killed his father and married his	->	king
main:32341	ointment made from the grape of the wild vine	->	ointment made from the grape
main:3235	plant whose root takes fire at a distance	->	plant whose root takes fire
main:32361	plant whose juice in wine causes sleep	->	plant whose juice
main:32364	river in Laconia that flows into the Eurotas	->	river in Laconia that flows
main:32372	greasy sweat and dirt of unwashed wool	->	greasy sweat and dirt
main:32373	mountain range between Thessaly and Ætolia	->	mountain range between Thessaly
main:3238	of or belonging to the wild boar	->	belonging to the wild boar
main:32391	to hit or strike against something	->	to hit or strike
main:32422	one who makes an ill use of the favors of others	->	one who makes an ill
main:32451	mythic founder and king of Thebes	->	mythic founder and king
main:32456	ho! holloa! soho! ho there! ohe	->	ho! holloa! soho! ho there!
main:32473	of or belonging to the olive-tree	->	belonging to the olive-tree
main:32522	of or belonging to a kitchen gardener or to vegetables	->	kitchen gardener or to vegetables
main:32530	one who plants and tends olive-trees	->	one who plants
main:32534	of or belonging to a pot	->	belonging to a pot
main:32543	croaking of the male frog to attract the female	->	croaking of the male frog
main:3259	kind of pomegranate with soft kernels	->	kind of pomegranate
main:32624	oil or juice of unripe olives or grapes	->	oil or juice
main:32633	of or belonging to the city of Onchestus	->	city of Onchestus
main:32661	he who lies in an ass's manger	->	he who lies
main:32677	of the color of the finger‑nail	->	color of the finger‑nail
main:32744	magical herb growing on Elephantine island	->	magical herb growing
main:3278	people in Spain whose chief city was Aquœ Calidœ	->	people
main:32786	back part of a temple or house	->	back part of a temple
main:32790	disease causing the body to bend backwards	->	disease causing the body
main:32810	to spread out against or before	->	to spread out
main:32824	of a town other than Rome	->	town other than Rome
main:32860	of or belonging to a siege	->	belonging to a siege
main:32872	of or belonging to a wish	->	belonging to a wish
main:32896	bird that imitates the shepherd's song	->	bird that imitates the shepherd's
main:32907	of or belonging to the coast	->	belonging to the coast
main:32920	one who deprives others of children or parents	->	one who deprives others
main:32922	mountain on the borders of Macedonia and Thrace	->	mountain on the borders
main:32926	to go round in a circle	->	to go round
main:3294	of or pertaining to the eagle	->	pertaining to the eagle
main:32941	tutelary goddess of parents bereft of their children	->	tutelary goddess of parents bereft
main:32948	kind of edible olive of an oblong shape	->	kind of edible olive
main:32952	plant called testiculata of the orchid family	->	plant called testiculata
main:32958	of or belonging to Orcus or to the dead	->	Orcus or to the dead
main:32959	of or belonging to the realms of the dead	->	realms of the dead
main:32962	of or belonging to a cask or rundlet	->	cask or rundlet
main:32964	large tunny fish of the sea	->	large tunny fish
main:32973	indicating order of rank or position	->	indicating order of rank
main:32992	plant called also helenion and nectarea	->	plant called also helenion
main:33017	of or belonging to the East	->	belonging to the East
main:33022	famous Greek Christian writer of the early third century	->	famous Greek Christian writer
main:33036	nation of Ichthyophagi on the borders of India	->	nation of Ichthyophagi
main:33058	bird-wind that brings migrating birds in spring	->	bird-wind that brings migrating birds
main:3306	province in southern gaul between the loire and the pyrenees	->	province in southern gaul
main:33066	another name for the plant hypocisthus	->	another name
main:33071	king of the Parthians who killed Crassus	->	king
main:33072	commander of the Medes under Darius	->	commander of the Medes
main:33074	chief of the Lycii and companion of Æneas	->	chief of the Lycii
main:33110	rump and tail feathers of birds	->	rump and tail feathers
main:33116	capital city and port of the Frentani in Latium	->	capital city and port
main:33121	another name for the isle of Delos	->	another name for the isle
main:33125	kind of wild goat or gazelle	->	kind of wild goat
main:33149	to supply with a mouth or outlet	->	to supply with a mouth
main:33167	of or belonging to the small bones	->	belonging to the small bones
main:33201	seaport town in latium at the mouth of the tiber	->	seaport town in latium
main:33207	scab on lambs in shepherds' language	->	scab on lambs
main:33247	horned owl of the genus ὠτός (owl)	->	horned owl
main:33250	of or belonging to an ovation	->	belonging to an ovation
main:33260	to mix with the white of an egg	->	to mix with the white
main:33276	pickle or sauce made of vinegar and brine	->	pickle or sauce made
main:33285	species of cedar with pointed leaves	->	species of cedar
main:33297	vinegar-sugar drink made of vinegar and sugar	->	vinegar-sugar drink made of vinegar
main:333	portion of land granted to an individual by the state	->	portion of land granted
main:33304	affected with a polypus of the nose	->	affected with a polypus
main:33306	wife of Thaumas and mother of the Harpies	->	wife of Thaumas and mother
main:33313	of or belonging to fodder or pasture	->	belonging to fodder or pasture
main:33330	of or belonging to the city of pax julia	->	city of pax julia
main:33333	famous gladiator whose combat with Æserninus became proverbial	->	famous gladiator whose combat
main:33340	to make or conclude a peace	->	to make
main:33355	river in lydia that brings golden sands	->	river
main:33369	canal from the Po to Ravenna	->	canal from the Po
main:33376	of or belonging to the paedagogium	->	belonging to the paedagogium
main:33377	place where boys of servile birth were educated	->	place where boys
main:33396	priest appointed to hear confession of penitents	->	priest appointed to hear confession
main:33400	woollen outer garment covering the whole body	->	woollen outer garment covering
main:33411	of or belonging to the foot	->	belonging to the foot
main:33414	of or belonging to the god of medicine (Παιών)	->	god of medicine (Παιών)
main:3342	of or belonging to the Greek poet Aratus	->	Greek poet Aratus
main:33421	of or belonging to the country	->	belonging to the country
main:33424	of or belonging to the country or to a village	->	country or to a village
main:33432	of or belonging to a page	->	belonging to a page
main:33448	of or belonging to the Campanian city Palœpolis	->	Campanian city Palœpolis
main:33454	of or belonging to the palœstra	->	belonging to the palœstra
main:33464	of or belonging to pales or stakes	->	belonging to pales or stakes
main:33465	tailpiece of an ox offered for sacrifice	->	tailpiece of an ox offered
main:33476	skin that hangs down from the neck of an ox	->	skin that hangs down
main:33480	tutelary deity of shepherds and cattle	->	tutelary deity of shepherds
main:33487	of or belonging to the Palilia	->	belonging to the Palilia
main:33489	emphatic repetition of a word or idea	->	emphatic repetition of a word
main:33492	parchment from which the old writing has been erased for the purpose of writing upon it again	->	parchment
main:33494	pilot of Æneas who fell asleep at the helm and tumbled into the sea off Lucania	->	pilot
main:33498	long and wide upper garment of Roman ladies	->	long and wide upper garment
main:335	one who accepts or approves of a thing (eccl.)	->	one who accepts or approves
main:33509	of or belonging to the palla	->	belonging to the palla
main:3351	river in Gallia Narbonensis now Herault	->	river
main:33522	covered with a cloak-cape or hood	->	covered with a cloak-cape
main:33549	of or with the palm of the hand	->	of or with the palm
main:33596	athletic contest of wrestling and boxing	->	athletic contest of wrestling
main:336	formal discharge of a debt by declaration of debtor	->	formal discharge of a debt
main:33600	country on the sea‑coast of Asia Minor between Lycia and Cilicia	->	country on the sea‑coast
main:33610	tendril or young shoot of a vine	->	tendril or young shoot
main:33611	god of the woods and shepherds	->	god of the woods
main:33619	of or belonging to the whole of Ætolia	->	whole of Ætolia
main:33626	of or belonging to the Panathenœa	->	belonging to the Panathenœa
main:33631	fabulous island in the Erythraean Sea	->	fabulous island
main:33635	variegated precious stone of all colors	->	variegated precious stone
main:33647	small island in the Tyrrhenian Sea	->	small island
main:33661	three‑stringed musical instrument of Pan's invention	->	three‑stringed musical instrument
main:33683	of or belonging to all Ionia	->	belonging to all Ionia
main:33689	of or belonging to rags or tatters	->	belonging to rags or tatters
main:33706	town in the south of Phocis	->	town in the south
main:33716	small river in eastern Sicily between Megaris and Syracuse	->	small river in eastern Sicily
main:33719	holocaust offered in the worship of Mithras	->	holocaust offered in the worship
main:33738	thread wound upon the bobbin in a shuttle	->	thread wound upon the bobbin
main:33739	thread wound on bobbin in shuttle	->	thread wound on bobbin
main:33748	made shining or white with poppies	->	made shining or white
main:33754	city on Cyprus sacred to Venus	->	city on Cyprus sacred
main:33761	celebrated Roman jurist under Septimius Severus	->	celebrated Roman jurist
main:33783	reckless fellow who risks his life on anything	->	reckless fellow who risks his
main:33784	surgical instrument for making a perforation	->	surgical instrument
main:33790	inflammation of one side of the throat	->	inflammation of one side
main:3380	of or pertaining to a tree	->	pertaining to a tree
main:33800	seaport town in northern Africa between Egypt and the Syrtes	->	seaport town in northern Africa
main:33805	books of the Chronicles in the Bible	->	books of the Chronicles
main:33823	separate possessions of a married woman	->	separate possessions
main:33830	of or belonging to a pair	->	belonging to a pair
main:33834	ensign or flag of a ship	->	ensign or flag
main:33858	one of the goddesses of Fate	->	one of the goddesses
main:33867	poisonous plant (aconitum) that chokes panthers	->	poisonous plant (aconitum) that chokes
main:33868	precious stone spotted like a panther	->	precious stone spotted like
main:33870	kind of ointment that smells like a panther	->	kind
main:33872	kind of snake that walks on its tail and seems to make a groove	->	kind of snake that walks
main:33883	funeral obsequies for parents or near relatives (postclass.)	->	funeral obsequies for parents
main:33887	to offer a solemn sacrifice in honor of deceased parents or relatives	->	to offer a solemn sacrifice
main:33892	extra horse above the number allowed	->	extra horse above the number
main:33895	metrical foot of short and two long syllables (˘¯¯) or long and four short syllables (¯˘˘˘˘) or two short syllables (pyrrhichius)	->	metrical foot of short
main:33904	obedience of a person to a superior	->	obedience of a person
main:33936	adherent of the party of the Threces	->	adherent of the party
main:33942	supplying of necessaries to travelling public officers	->	supplying of necessaries
main:3395	Volscian town between Arpinum and Fabrateria	->	Volscian town between Arpinum
main:33951	high mountain beyond the Caspian Sea	->	high mountain beyond the Caspian
